ID,name,position,age,nationality,current_club,matches_played
f879,Alessandro Gabrielloni,"FW,MF",30,it ITA,Como,11
f880,Gianluca Gaetano,"MF,FW",24,it ITA,Cagliari,18
f881,Roberto Gagliardini,"MF,DF",30,it ITA,Monza,4
f882,Cody Gakpo,FW,25,nl NED,Liverpool,24
f883,Javi Galán,DF,30,es ESP,Atlético Madrid,13
f884,Iñigo Ruiz de Galarreta,MF,31,es ESP,Athletic Club,16
f885,Conor Gallagher,MF,25,eng ENG,Atlético Madrid,17
f886,Antonino Gallo,DF,25,it ITA,Lecce,17
f887,Gauthier Gallon,GK,31,fr FRA,Rennes,1
f888,Cristian Gamboa,DF,35,cr CRC,Bochum,6
f889,Idrissa Gana Gueye,MF,35,sn SEN,Everton,23
f890,Ignatius Ganago,"FW,MF",25,cm CMR,Nantes,11
f891,Silvère Ganvoula M'Boussy,FW,28,cg CGO,Monza,1
f892,Aleix García,"MF,FW",27,es ESP,Leverkusen,18
f893,Álvaro García,"FW,MF",32,es ESP,Rayo Vallecano,21
f894,Andrés García,DF,22,es ESP,Aston Villa,1
f895,Eric García,"MF,DF",24,es ESP,Barcelona,14
f896,Fran Garcia,DF,25,es ESP,Real Madrid,18
f897,Joan García,GK,23,es ESP,Espanyol,23
f898,Pablo Garcia,FW,18,es ESP,Betis,2
f899,Rubén García,"FW,MF",31,es ESP,Osasuna,22
f900,Ulisses Garcia,DF,29,ch SUI,Marseille,12
f901,Alejandro Garnacho,"FW,MF",20,ar ARG,Manchester Utd,23
f902,James Garner,"DF,MF",23,eng ENG,Everton,7
f903,Yarek Gasiorowski,DF,20,es ESP,Valencia,14
f904,Federico Gatti,DF,26,it ITA,Juventus,22
f905,Gavi,MF,20,es ESP,Barcelona,13
f906,Paulo Gazzaniga,GK,33,ar ARG,Girona,24
f907,Jean-Philippe Gbamin,MF,29,ci CIV,Nantes,14
f908,Mory Gbane,DF,24,ci CIV,Reims,1
f909,Yann Gboho,"MF,FW",24,fr FRA,Toulouse,20
f910,David de Gea,GK,34,es ESP,Fiorentina,21
f911,Viggo Gebel,MF,17,de GER,RB Leipzig,1
f912,Lutsharel Geertruida,DF,24,nl NED,RB Leipzig,16
f913,Dennis Geiger,"MF,FW",26,de GER,Hoffenheim,12
f914,Valentin Gendrey,DF,24,fr FRA,Lecce,2
f915,Valentin Gendrey,DF,24,fr FRA,Hoffenheim,16
f916,Denis Genreau,MF,25,au AUS,Toulouse,8
f917,Tyrique George,FW,19,eng ENG,Chelsea,2
f918,Yannick Gerhardt,MF,30,de GER,Wolfsburg,19
f919,Max Geschwill,DF,23,de GER,Holstein Kiel,15
f920,Daniele Ghilardi,DF,22,it ITA,Hellas Verona,14
f921,Lautaro Gianetti,DF,31,ar ARG,Udinese,12
f922,Dimitris Giannoulis,DF,29,gr GRE,Augsburg,19
f923,Morgan Gibbs-White,MF,25,eng ENG,Nott'ham Forest,20
f924,Samuel Gigot,DF,31,fr FRA,Lazio,9
f925,Armin Gigovic,MF,22,ba BIH,Holstein Kiel,20
f926,Bryan Gil,"FW,MF",24,es ESP,Girona,22
f927,Mario Gila,DF,24,es ESP,Lazio,20
f928,Billy Gilmour,MF,23,sct SCO,Brighton,2
f929,Billy Gilmour,MF,23,sct SCO,Napoli,14
f930,Benedikt Gimber,DF,27,de GER,Heidenheim,20
f931,Santiago Giménez,FW,23,mx MEX,Milan,1
f932,Gvidas Gineitis,MF,20,lt LTU,Torino,18
f933,Matthias Ginter,DF,31,de GER,Freiburg,20
f934,Jamie Gittens,"FW,MF",20,eng ENG,Dortmund,21
f935,Serge Gnabry,"FW,MF",29,de GER,Bayern Munich,14
f936,Ben Godfrey,DF,27,eng ENG,Ipswich Town,1
f937,Ben Godfrey,DF,27,eng ENG,Atalanta,1
f938,Martial Godo,FW,21,eng ENG,Fulham,1
f939,Saba Goglichidze,DF,20,ge GEO,Empoli,21
f940,Edoardo Goldaniga,DF,31,it ITA,Como,19
f941,Pierluigi Gollini,GK,29,it ITA,Genoa,7
f942,Aleksandr Golovin,"MF,FW",28,ru RUS,Monaco,17
f943,André Gomes,MF,31,pt POR,Lille,12
f944,Angel Gomes,MF,24,eng ENG,Lille,13
f945,João Gomes,MF,24,br BRA,Wolves,22
f946,Rodrigo Gomes,"DF,FW",21,pt POR,Wolves,17
f947,Toti Gomes,DF,26,pt POR,Wolves,17
f948,Carlos Gómez,"MF,FW",22,co COL,Rennes,12
f949,Dani Gómez,FW,26,es ESP,Valencia,14
f950,Diego Gómez,MF,21,py PAR,Brighton,3
f951,Joe Gomez,DF,27,eng ENG,Liverpool,9
f952,Moi Gómez,"MF,FW",30,es ESP,Osasuna,17
f953,Sergi Gómez,DF,32,es ESP,Espanyol,11
f954,Sergio Gómez,"MF,DF",24,es ESP,Real Sociedad,22
f955,Unai Gómez,"MF,FW",21,es ESP,Athletic Club,20
f956,Fabio González,MF,28,es ESP,Las Palmas,2
f957,Nicolás González,"FW,MF",26,ar ARG,Juventus,13
f958,Urko González,MF,23,es ESP,Espanyol,2
f959,Urko González,MF,23,es ESP,Real Sociedad,1
f960,Anthony Gordon,FW,23,eng ENG,Newcastle Utd,23
f961,Leon Goretzka,"MF,DF",30,de GER,Bayern Munich,15
f962,Mathieu Gorgelin,GK,34,fr FRA,Le Havre,4
f963,Andoni Gorosabel,DF,28,es ESP,Athletic Club,10
f964,Robin Gosens,DF,30,de GER,Fiorentina,22
f965,Robin Gosens,DF,30,de GER,Union Berlin,1
f966,Mario Götze,"MF,FW",32,de GER,Eint Frankfurt,16
f967,Amine Gouiri,"FW,MF",24,dz ALG,Marseille,2
f968,Amine Gouiri,"MF,FW",24,dz ALG,Rennes,19
f969,Lucas Gourna-Douath,MF,21,fr FRA,Roma,1
f970,Jeffrey Gouweleeuw,DF,33,nl NED,Augsburg,21
f971,Kamil Grabara,GK,26,pl POL,Wolfsburg,20
f972,Jonathan Gradit,DF,32,fr FRA,Lens,14
f973,José Gragera,MF,24,es ESP,Espanyol,10
f974,Samuel Grandsir,"MF,FW",28,fr FRA,Le Havre,6
f975,Alberto Grassi,MF,29,it ITA,Empoli,15
f976,Ryan Gravenberch,MF,22,nl NED,Liverpool,24
f977,Archie Gray,DF,18,eng ENG,Tottenham,17
f978,Jack Grealish,"FW,MF",29,eng ENG,Manchester City,15
f979,Jacob Greaves,DF,24,eng ENG,Ipswich Town,14
f980,Mason Greenwood,"FW,MF",23,eng ENG,Marseille,21
f981,Michael Gregoritsch,FW,30,at AUT,Freiburg,13
f982,Dominik Greif,GK,27,sk SVK,Mallorca,18
f983,Antoine Griezmann,"FW,MF",33,fr FRA,Atlético Madrid,23
f984,Vincenzo Grifo,"FW,MF",31,it ITA,Freiburg,21
f985,Florian Grillitsch,MF,29,at AUT,Valladolid,1
f986,Florian Grillitsch,MF,29,at AUT,Hoffenheim,8
f987,Álex Grimaldo,DF,29,es ESP,Leverkusen,19
f988,Pascal Groß,"MF,DF",33,de GER,Dortmund,19
f989,Brajan Gruda,"FW,MF",20,de GER,Brighton,11
f990,Marco Grüll,"FW,MF",26,at AUT,Werder Bremen,19
f991,Albert Grønbaek,MF,23,dk DEN,Southampton,1
f992,Albert Grønbaek,"MF,FW",23,dk DEN,Rennes,16
f993,Vicente Guaita,GK,38,es ESP,Celta Vigo,19
f994,Sergi Guardiola,FW,33,es ESP,Rayo Vallecano,7
f995,Nemanja Gudelj,"MF,DF",33,rs SRB,Sevilla,21
f996,Gabriel Gudmundsson,DF,25,se SWE,Lille,20
f997,Gonçalo Guedes,"MF,FW",28,pt POR,Wolves,21
f998,Axel Gueguin,FW,19,fr FRA,Montpellier,1
f999,Marc Guéhi,DF,24,eng ENG,Crystal Palace,23
f1000,Mattéo Guendouzi,MF,25,fr FRA,Lazio,24
f1001,Javier Guerra,MF,22,es ESP,Valencia,22
f1002,Raphaël Guerreiro,DF,31,pt POR,Bayern Munich,16
f1003,Evann Guessand,"FW,MF",23,ci CIV,Nice,21
f1004,Ander Guevara,MF,27,es ESP,Alavés,21
f1005,Pape Gueye,"MF,FW",26,sn SEN,Villarreal,21
f1006,Morgan Guilavogui,"FW,MF",26,gn GUI,St. Pauli,18
f1007,Frederic Guilbert,DF,30,fr FRA,Lecce,19
f1008,Luis Guilherme,"MF,FW",19,br BRA,West Ham,6
f1009,Hugo Guillamón,MF,25,es ESP,Valencia,11
f1010,Bruno Guimarães,MF,27,br BRA,Newcastle Utd,24
f1011,Carlos Guirao,MF,21,es ESP,Betis,2
f1012,Bahereba Guirassy,"FW,MF",18,fr FRA,Nantes,12
f1013,Serhou Guirassy,FW,28,gn GUI,Dortmund,18
f1014,Marc Guiu,FW,19,es ESP,Chelsea,3
f1015,Péter Gulácsi,GK,34,hu HUN,RB Leipzig,21
f1016,Arda Güler,"MF,FW",19,tr TUR,Real Madrid,16
f1017,Gerard Gumbau,MF,30,es ESP,Rayo Vallecano,11
f1018,Robert Gumny,DF,26,pl POL,Augsburg,4
f1019,İlkay Gündoğan,MF,34,de GER,Manchester City,21
f1020,Christian Günter,DF,31,de GER,Freiburg,20
f1021,Jon Guridi,"MF,FW",29,es ESP,Alavés,21
f1022,Gorka Guruzeta,FW,28,es ESP,Athletic Club,22
f1023,Malo Gusto,DF,21,fr FRA,Chelsea,21
f1024,Miguel Gutiérrez,"DF,MF",23,es ESP,Girona,21
f1025,Albert Guðmundsson,"MF,FW",27,is ISL,Fiorentina,13
f1026,Joško Gvardiol,DF,23,hr CRO,Manchester City,23
f1027,Emmanuel Gyasi,"DF,FW",31,gh GHA,Empoli,24
f1028,Christian Gytkjær,FW,34,dk DEN,Venezia,18
f1029,Erling Haaland,FW,24,no NOR,Manchester City,24
f1030,Nicolas Haas,MF,29,ch SUI,Empoli,10
f1031,Janik Haberer,"MF,DF",30,de GER,Union Berlin,16
f1032,Robin Hack,FW,26,de GER,Gladbach,20
f1033,Saad El Haddad,MF,19,ma MAR,Venezia,3
f1034,Munir El Haddadi,"FW,MF",29,ma MAR,Leganés,14
f1035,Amadou Haidara,MF,27,ml MLI,RB Leipzig,19
f1036,Massadio Haïdara,DF,32,ml MLI,Brest,11
f1037,Antoine Hainaut,"DF,MF",22,fr FRA,Parma,18
f1038,Mohamed Haj,MF,19,tn TUN,Parma,13
f1039,Achraf Hakimi,DF,26,ma MAR,Paris S-G,16
f1040,Lewis Hall,DF,20,eng ENG,Newcastle Utd,24
f1041,Sébastien Haller,FW,30,ci CIV,Leganés,8
f1042,Ali Al Hamadi,FW,22,iq IRQ,Ipswich Town,11
f1043,Andreas Hanche-Olsen,DF,28,no NOR,Mainz 05,10
f1044,Florent Hanin,DF,35,dz ALG,Angers,20
f1045,Ridgeciano Haps,DF,31,sr SUR,Venezia,15
f1046,Amine Harit,MF,27,ma MAR,Marseille,9
f1047,Marcus Harness,MF,28,eng ENG,Ipswich Town,2
f1048,Phil Harres,FW,22,de GER,Holstein Kiel,14
f1049,Jack Harrison,FW,28,eng ENG,Everton,20
f1050,Abdou Harroui,"MF,FW",27,nl NED,Hellas Verona,10
f1051,Taylor Harwood-Bellis,DF,23,eng ENG,Southampton,23
f1052,Hans Hateboer,DF,31,nl NED,Rennes,20
f1053,Kjetil Haug,GK,26,no NOR,Toulouse,1
f1054,Kai Havertz,"FW,MF",25,de GER,Arsenal,21
f1055,Jan Paul van Hecke,DF,24,nl NED,Brighton,23
f1056,Hwang Hee-chan,"MF,FW",29,kr KOR,Wolves,17
f1057,Dean Henderson,GK,27,eng ENG,Crystal Palace,24
f1058,Liam Henderson,MF,28,sct SCO,Empoli,23
f1059,Ramon Hendriks,DF,23,nl NED,Stuttgart,15
f1060,Paul Hennrich,MF,19,de GER,Hoffenheim,1
f1061,Benjamin Henrichs,DF,27,de GER,RB Leipzig,15
f1062,Luis Henrique,"DF,FW",23,br BRA,Marseille,21
f1063,Rico Henry,DF,27,eng ENG,Brentford,1
f1064,Mads Hermansen,GK,24,dk DEN,Leicester City,17
f1065,Mario Hermoso,DF,29,es ESP,Roma,8
f1066,Mario Hermoso,DF,29,es ESP,Leverkusen,2
f1067,Javi Hernández,DF,26,es ESP,Leganés,17
f1068,Aridane Hernández,DF,35,es ESP,Rayo Vallecano,4
f1069,Lucas Hernández,DF,29,fr FRA,Paris S-G,7
f1070,Theo Hernández,DF,27,fr FRA,Milan,20
f1071,Hernani,MF,30,br BRA,Parma,16
f1072,Jorge Herrando,DF,23,es ESP,Osasuna,9
f1073,Ander Herrera,MF,35,es ESP,Athletic Club,8
f1074,Sergio Herrera,GK,31,es ESP,Osasuna,23
f1075,Yangel Herrera,MF,27,ve VEN,Girona,17
f1076,Juan Herzog,DF,21,es ESP,Las Palmas,9
f1077,Son Heung-min,FW,32,kr KOR,Tottenham,21
f1078,Isak Hien,DF,26,se SWE,Atalanta,20
f1079,Omar El Hilali,DF,21,ma MAR,Espanyol,22
f1080,James Hill,"DF,MF",23,eng ENG,Bournemouth,5
f1081,Piero Hincapié,DF,23,ec ECU,Leverkusen,21
f1082,Jack Hinshelwood,"MF,DF",19,eng ENG,Brighton,13
f1083,George Hirst,FW,26,eng ENG,Ipswich Town,12
f1084,Adam Hložek,"FW,MF",22,cz CZE,Hoffenheim,20
f1085,Ki-Jana Hoever,DF,23,nl NED,Auxerre,19
f1086,Nicolas Höfler,MF,34,de GER,Freiburg,15
f1087,Jonas Hofmann,"MF,DF",32,de GER,Leverkusen,5
f1088,Philipp Hofmann,FW,31,de GER,Bochum,21
f1089,Lucas Höler,"FW,MF",30,de GER,Freiburg,19
f1090,Mason Holgate,"FW,DF",28,eng ENG,Everton,1
f1091,Benedict Hollerbach,"MF,FW",23,de GER,Union Berlin,21
f1092,Emil Holm,DF,24,se SWE,Bologna,15
f1093,Lewis Holtby,MF,34,de GER,Holstein Kiel,16
f1094,Gerrit Holtmann,"FW,DF",29,ph PHI,Bochum,13
f1095,Franck Honorat,FW,28,fr FRA,Gladbach,12
f1096,Mathias Honsak,"FW,DF",28,at AUT,Heidenheim,14
f1097,Dinko Horkaš,GK,25,hr CRO,Las Palmas,3
f1098,Cédric Hountondji,DF,31,bj BEN,Angers,3
f1099,Ilyes Housni,"FW,MF",19,fr FRA,Le Havre,7
f1100,Lukáš Hrádecký,GK,35,fi FIN,Leverkusen,19
f1101,Robin Hranáč,DF,25,cz CZE,Hoffenheim,4
f1102,Callum Hudson-Odoi,"FW,MF",24,eng ENG,Nott'ham Forest,20
f1103,Will Hughes,MF,29,eng ENG,Crystal Palace,21
f1104,Dean Huijsen,DF,19,es ESP,Bournemouth,18
f1105,Mats Hummels,DF,36,de GER,Roma,9
f1106,Omari Hutchinson,"MF,FW",21,eng ENG,Ipswich Town,22
f1107,Elseid Hysaj,DF,30,al ALB,Lazio,6
f1108,Hong Hyunseok,MF,25,kr KOR,Mainz 05,16
f1109,Pierre Højbjerg,MF,29,dk DEN,Marseille,20
f1110,Oscar Højlund,MF,20,dk DEN,Eint Frankfurt,10
f1111,Rasmus Højlund,FW,22,dk DEN,Manchester Utd,19
f1112,Pablo Ibáñez,MF,26,es ESP,Osasuna,17
f1113,Arijon Ibrahimović,FW,19,de GER,Bayern Munich,1
f1114,Stanis Idumbo,"FW,MF",19,be BEL,Sevilla,8
f1115,Jay Idzes,DF,24,id IDN,Venezia,22
f1116,Iglesias,DF,26,es ESP,Getafe,24
f1117,Borja Iglesias,FW,32,es ESP,Celta Vigo,23
f1118,Igor,DF,27,br BRA,Brighton,12
f1119,Kelechi Iheanacho,FW,28,ng NGA,Sevilla,9
f1120,Jonathan Ikone,FW,26,fr FRA,Como,2
f1121,Jonathan Ikone,"FW,MF",26,fr FRA,Fiorentina,14
f1122,George Ilenikhena,FW,18,fr FRA,Monaco,16
f1123,Andrej Ilic,"FW,MF",24,rs SRB,Union Berlin,3
f1124,Ivan Ilić,MF,23,rs SRB,Torino,12
f1125,Rareş Ilie,MF,21,ro ROU,Nice,2
f1126,Samuel Iling-Junior,"FW,MF",21,eng ENG,Bologna,7
f1127,Danny Ings,"FW,MF",32,eng ENG,West Ham,14
f1128,Alessio Iovine,"DF,FW",34,it ITA,Como,9
f1129,Tim Iroegbunam,MF,21,eng ENG,Everton,8
f1130,Jackson Irvine,MF,31,au AUS,St. Pauli,21
f1131,Andy Irving,MF,24,sct SCO,West Ham,9
f1132,Alexander Isak,FW,25,se SWE,Newcastle Utd,22
f1133,Gustav Isaksen,FW,23,dk DEN,Lazio,24
f1134,Isco,MF,32,es ESP,Betis,8
f1135,Ismaily,DF,35,br BRA,Lille,5
f1136,Ardian Ismajli,DF,28,al ALB,Empoli,23
f1137,Yanis Issoufou,"MF,FW",18,fr FRA,Montpellier,4
f1138,Ko Itakura,DF,28,jp JPN,Gladbach,20
f1139,Junya Ito,FW,31,jp JPN,Reims,21
f1140,Marko Ivezić,DF,23,rs SRB,Holstein Kiel,14
f1141,Alex Iwobi,"FW,MF",28,ng NGA,Fulham,24
f1142,Armando Izzo,DF,32,it ITA,Monza,22
f1143,Fellipe Jack,DF,19,br BRA,Como,5
f1144,Nicolas Jackson,FW,23,sn SEN,Chelsea,23
f1145,Jérémy Jacquet,DF,19,fr FRA,Rennes,1
f1146,Lee Jae-sung,MF,32,kr KOR,Mainz 05,20
f1147,Ivan Jaime Pajuelo,MF,24,es ESP,Valencia,1
f1148,Kristijan Jakić,MF,27,hr CRO,Augsburg,19
f1149,Karl Jakob Hein,GK,22,ee EST,Valladolid,23
f1150,Ismail Jakobs,DF,25,sn SEN,Monaco,2
f1151,Jordan James,MF,20,wls WAL,Rennes,13
f1152,Reece James,DF,25,eng ENG,Chelsea,9
f1153,Vitaly Janelt,MF,26,de GER,Brentford,23
f1154,Adnan Januzaj,"MF,FW",30,be BEL,Las Palmas,8
f1155,Vitezslav Jaros,GK,23,cz CZE,Liverpool,1
f1156,Ali Jasim,"FW,DF",21,iq IRQ,Como,2
f1157,Mikel Jauregizar,MF,21,es ESP,Athletic Club,20
f1158,Dominik Javorček,"DF,MF",22,sk SVK,Holstein Kiel,9
f1159,Gaby Jean,DF,24,fr FRA,Lecce,13
f1160,Daniel Jebbison,"FW,MF",21,eng ENG,Bournemouth,6
f1161,Fredrik Jensen,MF,27,fi FIN,Augsburg,10
f1162,Mathias Jensen,MF,29,dk DEN,Brentford,14
f1163,Moritz Jenz,DF,25,de GER,Mainz 05,10
f1164,Gabriel Jesus,FW,27,br BRA,Arsenal,17
f1165,Juan Jesus,DF,33,br BRA,Napoli,9
f1166,Alejandro Jiménez,"FW,DF",19,es ESP,Milan,8
f1167,Raúl Jiménez,FW,33,mx MEX,Fulham,24
f1168,Kim Jisoo,DF,20,kr KOR,Brentford,2
f1169,João Pedro,"FW,MF",23,br BRA,Brighton,19
f1170,John Joe,"MF,FW",21,ie IRL,Getafe,4
f1171,John Joe,MF,21,ie IRL,Reims,3
f1172,Joelinton,"MF,FW",28,br BRA,Newcastle Utd,23
f1173,Jofre,"MF,FW",23,es ESP,Espanyol,22
f1174,Þórir Jóhann Helgason,MF,24,is ISL,Lecce,8
f1175,Carl Johansson,DF,30,se SWE,Holstein Kiel,5
f1176,Ben Johnson,"DF,FW",25,eng ENG,Ipswich Town,14
f1177,Brennan Johnson,FW,23,wls WAL,Tottenham,21
f1178,Karl-Johan Johnsson,GK,35,se SWE,Strasbourg,3
f1179,Sam Johnstone,GK,31,eng ENG,Wolves,7
f1180,Paul Joly,DF,24,fr FRA,Auxerre,15
f1181,Curtis Jones,MF,24,eng ENG,Liverpool,20
f1182,Frenkie de Jong,MF,27,nl NED,Barcelona,12
f1183,Joan Jordán,MF,30,es ESP,Alavés,12
f1184,Jorginho,MF,33,it ITA,Arsenal,10
f1185,Jesse Joronen,GK,31,fi FIN,Venezia,8
f1186,Jota,"FW,MF",25,pt POR,Rennes,9
f1187,Diogo Jota,FW,28,pt POR,Liverpool,14
f1188,Antoine Joujou,"MF,FW",21,fr FRA,Le Havre,15
f1189,Luka Jović,FW,27,rs SRB,Milan,5
f1190,Juanmi,"FW,MF",31,es ESP,Getafe,3
f1191,Juanmi,"FW,MF",31,es ESP,Betis,11
f1192,Juanpe,DF,33,es ESP,Girona,8
f1193,Jubal,DF,31,br BRA,Auxerre,19
f1194,Anthony Jung,DF,33,de GER,Werder Bremen,20
f1195,Luiz Lúcio Reis Júnior,GK,24,br BRA,Villarreal,7
f1196,Hamed Junior Traorè,"MF,FW",24,ci CIV,Auxerre,19
f1197,Vinicius Júnior,FW,24,br BRA,Real Madrid,17
f1198,Josip Juranović,DF,29,hr CRO,Union Berlin,7
f1199,David Jurásek,DF,24,cz CZE,Hoffenheim,8
f1200,Stanko Jurić,MF,28,hr CRO,Valladolid,19
f1201,James Justin,DF,26,eng ENG,Leicester City,23
f1202,Filip Jørgensen,GK,22,dk DEN,Chelsea,4
f1203,Mohamed Kaba,MF,23,fr FRA,Lecce,9
f1204,Yusuf Kabadayı,"FW,MF",21,de GER,Augsburg,5
f1205,Almugera Kabar,DF,18,de GER,Dortmund,4
f1206,Christian Kabasele,DF,33,be BEL,Udinese,13
f1207,Issa Kaboré,"DF,FW",23,bf BFA,Werder Bremen,6
f1208,Yaya Kader Fofana,"MF,FW",20,ml MLI,Reims,12
f1209,Pavel Kadeřábek,DF,32,cz CZE,Hoffenheim,14
f1210,Tino Kadewere,"MF,FW",29,zw ZIM,Nantes,8
f1211,Ferdi Kadioglu,"DF,MF",25,tr TUR,Brighton,6
f1212,Arnaud Kalimuendo,FW,23,fr FRA,Rennes,20
f1213,Pierre Kalulu,DF,24,fr FRA,Juventus,19
f1214,Justin-Noël Kalumba,MF,20,fr FRA,Angers,1
f1215,Daichi Kamada,MF,28,jp JPN,Crystal Palace,20
f1216,Waren Kamanzi,"DF,MF",24,no NOR,Toulouse,17
f1217,Boubacar Kamara,MF,25,fr FRA,Aston Villa,15
f1218,Glen Kamara,MF,29,fi FIN,Rennes,13
f1219,Hassane Kamara,DF,30,ci CIV,Udinese,18
f1220,Willy Kambwala,DF,20,fr FRA,Villarreal,7
f1221,Jakub Kamiński,"DF,MF",22,pl POL,Wolfsburg,13
f1222,Kevin Kampl,MF,34,si SVN,RB Leipzig,19
f1223,Nordine Kandil,MF,23,fr FRA,Strasbourg,1
f1224,Harry Kane,FW,31,eng ENG,Bayern Munich,19
f1225,Lee Kang-in,"FW,MF",23,kr KOR,Paris S-G,21
f1226,Yann Karamoh,"MF,FW",26,fr FRA,Torino,20
f1227,Atakan Karazor,MF,28,,Stuttgart,19
f1228,Jesper Karlsson,FW,26,se SWE,Bologna,7
f1229,Jesper Karlsson,"FW,MF",26,se SWE,Lecce,6
f1230,Jesper Karlström,MF,29,se SWE,Udinese,23
f1231,Lior Kasa,"MF,FW",19,il ISR,Genoa,5
f1232,Grigoris Kastanos,"MF,FW",27,cy CYP,Hellas Verona,17
f1233,Mikkel Kaufmann,FW,24,dk DEN,Heidenheim,9
f1234,Michael Kayode,DF,20,it ITA,Brentford,1
f1235,Michael Kayode,"DF,FW",20,it ITA,Fiorentina,5
f1236,Moise Kean,FW,24,it ITA,Fiorentina,23
f1237,Michael Keane,DF,32,eng ENG,Everton,10
f1238,Yassine Kechta,"MF,FW",22,ma MAR,Le Havre,19
f1239,Thilo Kehrer,DF,28,de GER,Monaco,18
f1240,Abdoulaye Keita,"FW,MF",22,es ESP,Getafe,3
f1241,Mandela Keita,MF,22,be BEL,Parma,16
f1242,Yannik Keitel,MF,25,de GER,Stuttgart,8
f1243,Andu Kelati,"MF,DF",22,de GER,Holstein Kiel,6
f1244,Caoimhín Kelleher,GK,26,ie IRL,Liverpool,8
f1245,Thomas Keller,"DF,MF",25,de GER,Heidenheim,1
f1246,Lloyd Kelly,DF,26,eng ENG,Newcastle Utd,10
f1247,Lloyd Kelly,DF,26,eng ENG,Juventus,1
f1248,Aljoscha Kemlein,MF,20,de GER,Union Berlin,15
f1249,Marc-Oliver Kempf,DF,30,de GER,Como,19
f1250,Kenedy,"MF,FW",29,br BRA,Valladolid,2
f1251,Luca Kerber,MF,22,de GER,Heidenheim,13
f1252,Milos Kerkez,DF,21,hu HUN,Bournemouth,24
f1253,Reda Khadra,"MF,FW",23,de GER,Reims,4
f1254,Bilal El Khannouss,MF,20,ma MAR,Leicester City,19
f1255,Wahbi Khazri,"FW,MF",34,tn TUN,Montpellier,20
f1256,Rani Khedira,MF,31,de GER,Union Berlin,19
f1257,Abdukodir Khusanov,DF,20,uz UZB,Manchester City,1
f1258,Abdukodir Khusanov,DF,20,uz UZB,Lens,13
f1259,Kialonda,DF,27,ao ANG,Lecce,15
f1260,Kiké,FW,35,es ESP,Alavés,22
f1261,Max Kilman,DF,27,eng ENG,West Ham,24
f1262,Joshua Kimmich,"MF,DF",30,de GER,Bayern Munich,21
f1263,Joshua King,"MF,FW",18,eng ENG,Fulham,5
f1264,Joshua King,"FW,MF",33,no NOR,Toulouse,19
f1265,Antonín Kinský,GK,21,cz CZE,Tottenham,4
f1266,Cédric Kipré,DF,28,ci CIV,Reims,18
f1267,Jakub Kiwior,DF,25,pl POL,Arsenal,8
f1268,Tim Kleindienst,FW,29,de GER,Gladbach,20
f1269,Lukas Klostermann,DF,28,de GER,RB Leipzig,20
f1270,Justin Kluivert,"MF,FW",25,nl NED,Bournemouth,23
f1271,Ansgar Knauff,"MF,DF",23,de GER,Eint Frankfurt,20
f1272,Magnus Knudsen,MF,23,no NOR,Holstein Kiel,18
f1273,Gregor Kobel,GK,27,ch SUI,Dortmund,19
f1274,Robin Koch,DF,28,de GER,Eint Frankfurt,20
f1275,Hervé Koffi,GK,28,bf BFA,Lens,4
f1276,Magnus Kofod Andersen,MF,25,dk DEN,Venezia,14
f1277,Derrick Köhn,"DF,FW",26,de GER,Werder Bremen,19
f1278,Philipp Köhn,GK,26,ch SUI,Monaco,10
f1279,Dominik Kohr,"DF,MF",31,de GER,Mainz 05,20
f1280,Koka,FW,31,eg EGY,Le Havre,4
f1281,Koke,MF,33,es ESP,Atlético Madrid,22
f1282,Sead Kolašinac,DF,31,ba BIH,Atalanta,16
f1283,Randal Kolo Muani,FW,26,fr FRA,Juventus,3
f1284,Randal Kolo Muani,FW,26,fr FRA,Paris S-G,10
f1285,Marco Komenda,DF,28,hr CRO,Holstein Kiel,11
f1286,Mert Kömür,MF,19,de GER,Augsburg,10
f1287,Ibrahima Konaté,DF,25,fr FRA,Liverpool,18
f1288,Ismael Konate,"FW,DF",18,ci CIV,Empoli,4
f1289,Geoffrey Kondogbia,"DF,MF",32,cf CTA,Marseille,14
f1290,Abdoul Koné,DF,19,fr FRA,Reims,3
f1291,Amadou Koné,MF,19,ml MLI,Reims,12
f1292,Ismaël Koné,"MF,FW",22,ca CAN,Marseille,8
f1293,Ismaël Koné,MF,22,ca CAN,Rennes,1
f1294,Manu Koné,MF,23,fr FRA,Roma,21
f1295,Ezri Konsa,DF,27,eng ENG,Aston Villa,22
f1296,Teun Koopmeiners,"MF,FW",26,nl NED,Juventus,20
f1297,Odilon Kossounou,DF,24,ci CIV,Atalanta,12
f1298,Christian Kouamé,"FW,MF",27,ci CIV,Fiorentina,18
f1299,Christian Kouamé,FW,27,ci CIV,Empoli,1
f1300,Henri Koudossou,DF,25,de GER,Augsburg,15
f1301,Konstantinos Koulierakis,DF,21,gr GRE,Wolfsburg,19
f1302,Emmanuel Koum Mbondo,DF,19,fr FRA,Marseille,1
f1303,Jules Koundé,DF,26,fr FRA,Barcelona,23
f1304,Boubakar Kouyaté,DF,27,ml MLI,Montpellier,5
f1305,Mateo Kovačić,MF,30,hr CRO,Manchester City,20
f1306,Matej Kovar,GK,24,cz CZE,Leverkusen,2
f1307,Mateusz Kowalski,MF,19,pl POL,Parma,1
f1308,Goduine Koyalipou,FW,25,cf CTA,Lens,5
