ID,name,position,age,nationality,current_club,matches_played
f1737,Michel Ndary Adopo,MF,24,fr FRA,Cagliari,21
f1738,Youssouf Ndayishimiye,DF,26,bi BDI,Nice,14
f1739,Iliman Ndiaye,FW,24,sn SEN,Everton,24
f1740,Junior Ndiaye,"FW,MF",19,fr FRA,Montpellier,6
f1741,Rassoul Ndiaye,MF,23,sn SEN,Le Havre,17
f1742,Wilfred Ndidi,MF,28,ng NGA,Leicester City,15
f1743,Tanguy Ndombele,MF,28,fr FRA,Nice,16
f1744,Dan Ndoye,FW,24,ch SUI,Bologna,20
f1745,Paul Nebel,MF,22,de GER,Mainz 05,19
f1746,Kosta Nedeljković,DF,19,rs SRB,Aston Villa,5
f1747,Kosta Nedeljković,DF,19,rs SRB,RB Leipzig,1
f1748,Loïc Nego,"DF,FW",34,hu HUN,Le Havre,18
f1749,Reiss Nelson,FW,25,eng ENG,Arsenal,1
f1750,Reiss Nelson,FW,25,eng ENG,Fulham,11
f1751,Victor Nelsson,DF,26,dk DEN,Roma,1
f1752,David Nemeth,DF,23,at AUT,St. Pauli,11
f1753,David Neres,FW,27,br BRA,Napoli,22
f1754,Neto,GK,35,br BRA,Bournemouth,2
f1755,Pedro Neto,FW,24,pt POR,Chelsea,22
f1756,Luca Netz,DF,21,de GER,Gladbach,14
f1757,Manuel Neuer,GK,38,de GER,Bayern Munich,17
f1758,Florian Neuhaus,"MF,FW",27,de GER,Gladbach,8
f1759,João Neves,"MF,DF",20,pt POR,Paris S-G,17
f1760,Yvan Neyou,MF,28,cm CMR,Leganés,19
f1761,Cyril Ngonge,FW,24,be BEL,Napoli,9
f1762,Mikayil Ngor Faye,DF,20,sn SEN,Rennes,10
f1763,Steve Ngoura,FW,19,fr FRA,Le Havre,8
f1764,Bernard Nguene,FW,18,cm CMR,Nice,1
f1765,Moussa Niakhate,DF,28,sn SEN,Lyon,18
f1766,Abdoulaye Niakhate Ndiaye,DF,22,sn SEN,Brest,12
f1767,Ibrahima Niane,FW,25,sn SEN,Angers,16
f1768,Tanguy Nianzou,DF,22,fr FRA,Sevilla,6
f1769,Cheikh Niasse,MF,25,sn SEN,Hellas Verona,2
f1770,Rasmus Nicolaisen,DF,27,dk DEN,Toulouse,7
f1771,Moritz Nicolas,GK,27,de GER,Gladbach,18
f1772,Hans Nicolussi Caviglia,MF,24,it ITA,Venezia,22
f1773,Julian Niehues,MF,23,de GER,Heidenheim,1
f1774,Saúl Ñíguez,MF,30,es ESP,Sevilla,12
f1775,Eybi Nije,"FW,MF",19,se SWE,Torino,16
f1776,Tamás Nikitscher,MF,25,hu HUN,Valladolid,2
f1777,Adrian Niño,FW,20,es ESP,Atlético Madrid,1
f1778,Justin Njinmah,"FW,MF",24,de GER,Werder Bremen,15
f1779,Eddie Nketiah,"MF,FW",25,eng ENG,Crystal Palace,17
f1780,Niels Nkounkou,"DF,MF",24,fr FRA,Eint Frankfurt,9
f1781,Christopher Nkunku,FW,27,fr FRA,Chelsea,21
f1782,Felix Nmecha,MF,24,de GER,Dortmund,19
f1783,Lukas Nmecha,FW,26,de GER,Wolfsburg,10
f1784,Arnaud Nordin,FW,26,fr FRA,Montpellier,16
f1785,Arnaud Nordin,DF,26,fr FRA,Mainz 05,2
f1786,Brooke Norton-Cuffy,"DF,MF",21,eng ENG,Genoa,6
f1787,Tijjani Noslin,"FW,MF",25,nl NED,Lazio,19
f1788,Hugo Novoa,"DF,MF",22,es ESP,Alavés,5
f1789,Plamedi Nsingi,MF,24,,Nantes,1
f1790,Randy Nteka,FW,27,ao ANG,Rayo Vallecano,17
f1791,Ernest Nuamah,"FW,MF",21,gh GHA,Lyon,16
f1792,Alexander Nübel,GK,28,de GER,Stuttgart,21
f1793,Matheus Nunes,"DF,MF",26,pt POR,Manchester City,16
f1794,Darwin Núñez,FW,25,uy URU,Liverpool,19
f1795,Unai Núñez,DF,28,es ESP,Athletic Club,3
f1796,Antonio Nusa,"MF,DF",19,no NOR,RB Leipzig,21
f1797,Ethan Nwaneri,"MF,FW",17,eng ENG,Arsenal,14
f1798,Ørjan Nyland,GK,34,no NOR,Sevilla,16
f1799,Allan Nyom,"DF,MF",36,cm CMR,Getafe,10
f1800,Rabby Nzingoula,MF,19,cg CGO,Montpellier,16
f1801,M'Bala Nzola,FW,28,ao ANG,Lens,16
f1802,Marwann Nzuzi,DF,20,fr FRA,Saint-Étienne,2
f1803,Christian Nørgaard,MF,30,dk DEN,Brentford,21
f1804,Jake O'Brien,DF,23,ie IRL,Everton,7
f1805,Matt O'Riley,MF,24,dk DEN,Brighton,12
f1806,Dara O'Shea,DF,25,ie IRL,Ipswich Town,21
f1807,Adam Obert,DF,22,sk SVK,Cagliari,14
f1808,Jan Oblak,GK,32,si SVN,Atlético Madrid,22
f1809,Lucas Ocampos,FW,30,ar ARG,Sevilla,2
f1810,Jens Odgaard,"MF,FW",25,dk DEN,Bologna,20
f1811,Wilson Odobert,FW,20,fr FRA,Tottenham,3
f1812,Álvaro Odriozola,DF,29,es ESP,Real Sociedad,2
f1813,Tim Oermann,DF,21,de GER,Bochum,16
f1814,Chiedozie Ogbene,FW,27,ie IRL,Ipswich Town,5
f1815,Ifechukwu Ogbus,DF,19,ch SUI,Freiburg,2
f1816,Thiago Ojeda,MF,22,ar ARG,Villarreal,1
f1817,Hamzat Ojediran,"MF,FW",21,ng NGA,Lens,13
f1818,Noah Okafor,FW,24,ch SUI,Napoli,1
f1819,Noah Okafor,FW,24,ch SUI,Milan,11
f1820,Caleb Okoli,DF,23,it ITA,Leicester City,14
f1821,Yllan Okou,DF,22,fr FRA,Hellas Verona,1
f1822,Maduka Okoye,GK,25,ng NGA,Udinese,14
f1823,Joseph Okumu,DF,27,ke KEN,Reims,11
f1824,Kazeem Olaigbe,MF,22,be BEL,Rennes,1
f1825,Olasagasti,MF,24,es ESP,Real Sociedad,12
f1826,Ben Old,"MF,FW",22,nz NZL,Saint-Étienne,6
f1827,Finn Ole Becker,MF,24,de GER,Hoffenheim,4
f1828,Michael Olise,"FW,MF",23,fr FRA,Bayern Munich,21
f1829,Brian Oliván,DF,30,es ESP,Espanyol,17
f1830,Lucas Oliveira Rosa,DF,24,br BRA,Valladolid,21
f1831,Mathías Olivera,DF,27,uy URU,Napoli,20
f1832,Dani Olmo,"MF,FW",26,es ESP,Barcelona,13
f1833,Robin Olsen,GK,35,se SWE,Aston Villa,1
f1834,Warmed Omari,DF,24,km COM,Lyon,1
f1835,Becir Omeragic,"DF,MF",23,ch SUI,Montpellier,16
f1836,Jonas Omlin,GK,31,ch SUI,Gladbach,3
f1837,Andrew Omobamidele,DF,22,ie IRL,Strasbourg,3
f1838,Ado Onaiwu,"MF,FW",29,jp JPN,Auxerre,20
f1839,Amadou Onana,MF,23,be BEL,Aston Villa,17
f1840,André Onana,GK,28,cm CMR,Manchester Utd,24
f1841,Jacob Ondrejka,"FW,MF",22,se SWE,Parma,2
f1842,Karim Onisiwo,"MF,FW",32,at AUT,Mainz 05,6
f1843,Paul Onuachu,FW,30,ng NGA,Southampton,14
f1844,Frank Onyeka,MF,27,ng NGA,Brentford,2
f1845,Frank Onyeka,MF,27,ng NGA,Augsburg,19
f1846,Loïs Openda,"FW,MF",24,be BEL,RB Leipzig,21
f1847,Christopher Operi,"DF,FW",27,ci CIV,Le Havre,13
f1848,Fredrik Oppegard,DF,22,no NOR,Auxerre,1
f1849,Victor Orakpo,FW,18,ng NGA,Nice,4
f1850,Ike Orazi,MF,17,ie IRL,Reims,1
f1851,Gift Orban,"FW,DF",22,ng NGA,Lyon,3
f1852,Gift Orban,FW,22,ng NGA,Hoffenheim,5
f1853,Willi Orban,DF,32,hu HUN,RB Leipzig,19
f1854,Ivan Ordets,DF,32,ua UKR,Bochum,14
f1855,Lewis Orford,MF,18,eng ENG,West Ham,2
f1856,Gaetano Oristanio,"MF,FW",22,it ITA,Venezia,24
f1857,Aimar Oroz,MF,23,es ESP,Osasuna,23
f1858,Riccardo Orsolini,FW,28,it ITA,Bologna,17
f1859,Stefan Ortega,GK,32,de GER,Manchester City,9
f1860,Ángel Ortíz,DF,20,es ESP,Betis,3
f1861,Gabriel Osei Misehouy,"FW,MF",19,nl NED,Girona,8
f1862,Gabriel Osho,DF,26,ng NGA,Auxerre,14
f1863,Yordan Osorio,DF,30,ve VEN,Parma,3
f1864,Patrick Osterhage,MF,25,de GER,Freiburg,18
f1865,William Osula,"FW,MF",21,dk DEN,Newcastle Utd,9
f1866,Jibril Othman,FW,20,tn TUN,Saint-Étienne,1
f1867,David Otorbi,MF,17,es ESP,Valencia,1
f1868,Dango Ouattara,FW,23,bf BFA,Bournemouth,21
f1869,Guimissongui Ouattara,"FW,DF",19,fr FRA,Strasbourg,9
f1870,Kassoum Ouattara,"DF,FW",20,fr FRA,Monaco,12
f1871,Remi Oudin,"MF,FW",28,fr FRA,Lecce,11
f1872,Assan Ouedraogo,MF,18,de GER,RB Leipzig,3
f1873,Zinédine Ould Khaled,MF,25,fr FRA,Angers,2
f1874,Cheick Oumar Conde,MF,24,gn GUI,Venezia,2
f1875,Jesús Owono,GK,23,gq EQG,Alavés,5
f1876,Beres Owusu,DF,21,fr FRA,Saint-Étienne,1
f1877,Elisha Owusu,MF,27,gh GHA,Auxerre,21
f1878,Mikel Oyarzabal,FW,27,es ESP,Real Sociedad,21
f1879,Daniel Oyegoke,DF,22,eng ENG,Hellas Verona,1
f1880,Salih Özcan,MF,27,tr TUR,Wolfsburg,11
f1881,Salih Özcan,MF,27,tr TUR,Dortmund,1
f1882,Cenk Özkacar,DF,24,tr TUR,Valladolid,4
f1883,Nico O’Reilly,MF,19,eng ENG,Manchester City,1
f1884,Jon Pacheco,DF,24,es ESP,Real Sociedad,11
f1885,Willian Pacho,DF,23,ec ECU,Paris S-G,19
f1886,Alex Padilla,GK,21,es ESP,Athletic Club,5
f1887,Simone Pafundi,MF,19,it ITA,Udinese,2
f1888,Exequiel Palacios,MF,26,ar ARG,Leverkusen,14
f1889,Tiago Palacios,DF,21,ar ARG,Monza,2
f1890,Tiago Palacios,DF,21,ar ARG,Inter,2
f1891,Isaac Palazón Camacho,"FW,MF",30,es ESP,Rayo Vallecano,23
f1892,Alberto Paleari,GK,32,it ITA,Torino,1
f1893,Marco Palestra,DF,19,it ITA,Atalanta,6
f1894,João Palhinha,MF,29,pt POR,Bayern Munich,10
f1895,Nicolas Pallois,DF,37,fr FRA,Nantes,15
f1896,Cole Palmer,MF,22,eng ENG,Chelsea,25
f1897,Emerson Palmieri,DF,30,it ITA,West Ham,22
f1898,Mats Pannewig,MF,20,de GER,Bochum,8
f1899,Lucas Paquetá,"MF,FW",27,br BRA,West Ham,22
f1900,Aitor Paredes,DF,24,es ESP,Athletic Club,13
f1901,Leandro Paredes,MF,30,ar ARG,Roma,13
f1902,Daniel Parejo,MF,35,es ESP,Villarreal,21
f1903,Fabiano Parisi,"DF,MF",24,it ITA,Fiorentina,15
f1904,Thomas Partey,"MF,DF",31,gh GHA,Arsenal,23
f1905,Mario Pašalić,MF,30,hr CRO,Atalanta,21
f1906,Álvaro Pascual,FW,23,es ESP,Sevilla,2
f1907,Felix Passlack,"DF,MF",26,de GER,Bochum,20
f1908,Patric,DF,31,es ESP,Lazio,8
f1909,Rui Patrício,GK,37,pt POR,Atalanta,2
f1910,Nathan Patterson,"DF,FW",23,sct SCO,Everton,7
f1911,Benjamin Pavard,DF,28,fr FRA,Inter,15
f1912,Aleksandar Pavlovic,MF,20,de GER,Bayern Munich,13
f1913,Strahinja Pavlović,DF,23,rs SRB,Milan,13
f1914,Leonardo Pavoletti,"FW,MF",36,it ITA,Cagliari,17
f1915,Martín Payero,MF,26,ar ARG,Udinese,15
f1916,Nicolas Pays,FW,21,fr FRA,Montpellier,1
f1917,Nicolás Paz,"MF,FW",20,ar ARG,Como,22
f1918,Mads Pedersen,DF,28,dk DEN,Augsburg,6
f1919,Marcus Pedersen,DF,24,no NOR,Torino,20
f1920,Pedri,MF,22,es ESP,Barcelona,22
f1921,Pedro,"FW,MF",37,es ESP,Lazio,17
f1922,Kévin Pedro,DF,18,fr FRA,Saint-Étienne,1
f1923,Adrià Pedrosa,DF,26,es ESP,Sevilla,17
f1924,Jordan Pefok,FW,28,us USA,Union Berlin,18
f1925,Pejiño,FW,28,es ESP,Las Palmas,1
f1926,Pietro Pellegri,FW,23,it ITA,Empoli,11
f1927,Lorenzo Pellegrini,MF,28,it ITA,Roma,18
f1928,Luca Pellegrini,DF,25,it ITA,Lazio,14
f1929,Théo Pellenard,DF,30,fr FRA,Auxerre,2
f1930,Andy Pelmard,DF,24,fr FRA,Lecce,3
f1931,Andy Pelmard,DF,24,fr FRA,Las Palmas,3
f1932,Timothee Pembele,DF,22,fr FRA,Le Havre,9
f1933,Faris Pemi Moumbagna,FW,24,cm CMR,Marseille,1
f1934,Iñaki Peña,GK,25,es ESP,Barcelona,15
f1935,Rubén Peña,"FW,MF",33,es ESP,Osasuna,16
f1936,Nicolas Pépé,"FW,MF",29,ci CIV,Villarreal,15
f1937,Peque,"FW,MF",22,es ESP,Sevilla,16
f1938,Óscar Perea,MF,19,co COL,Strasbourg,1
f1939,Andreas Pereira,MF,29,br BRA,Fulham,21
f1940,Mathias Pereira Lage,"FW,MF",28,pt POR,Brest,17
f1941,Pedro Pereira,DF,27,pt POR,Monza,22
f1942,Ricardo Pereira,DF,31,pt POR,Leicester City,2
f1943,Gastón Pereiro,MF,29,uy URU,Genoa,2
f1944,Daniel Peretz,GK,24,il ISR,Bayern Munich,3
f1945,Ayoze Pérez,FW,31,es ESP,Villarreal,16
f1946,Carles Pérez,"MF,FW",26,es ESP,Getafe,20
f1947,Francisco Perez,"FW,MF",22,es ESP,Valencia,11
f1948,Kike Pérez,MF,28,es ESP,Venezia,2
f1949,Kike Pérez,MF,28,es ESP,Valladolid,19
f1950,Luis Pérez,DF,30,es ESP,Valladolid,22
f1951,Nehuén Pérez,DF,24,ar ARG,Udinese,2
f1952,Simone Perilli,GK,30,it ITA,Hellas Verona,1
f1953,Mattia Perin,GK,32,it ITA,Juventus,5
f1954,Romain Perraud,DF,27,fr FRA,Betis,20
f1955,Lucas Perri,GK,27,br BRA,Lyon,21
f1956,Gaëtan Perrin,"MF,FW",28,fr FRA,Auxerre,22
f1957,Máximo Perrone,MF,22,ar ARG,Como,13
f1958,Matteo Pessina,MF,27,it ITA,Monza,11
f1959,Andrea Petagna,FW,29,it ITA,Monza,7
f1960,Léo Pétrot,DF,27,fr FRA,Saint-Étienne,18
f1961,Đorđe Petrović,GK,25,rs SRB,Strasbourg,18
f1962,Giuseppe Pezzella,"DF,FW",27,it ITA,Empoli,22
f1963,Luca Philipp,GK,24,de GER,Hoffenheim,3
f1964,Maximilian Philipp,"MF,FW",30,de GER,Freiburg,2
f1965,Kalvin Phillips,MF,29,eng ENG,Ipswich Town,13
f1966,Jaden Philogene Bidace,"FW,MF",23,eng ENG,Aston Villa,11
f1967,Jaden Philogene Bidace,"FW,MF",23,eng ENG,Ipswich Town,3
f1968,Pica,DF,23,es ESP,Alavés,7
f1969,Roberto Piccoli,FW,24,it ITA,Cagliari,24
f1970,Benedikt Pichler,FW,27,at AUT,Holstein Kiel,16
f1971,Jordan Pickford,GK,30,eng ENG,Everton,24
f1972,Amos Pieper,DF,27,de GER,Werder Bremen,10
f1973,Marvin Pieringer,"FW,MF",25,de GER,Heidenheim,18
f1974,Nicholas Pierini,MF,26,it ITA,Venezia,2
f1975,Santiago Pierotti,FW,23,ar ARG,Lecce,23
f1976,Balthazar Pierret,MF,24,fr FRA,Lecce,19
f1977,Andrea Pinamonti,FW,25,it ITA,Genoa,23
f1978,Ethan Pinnock,DF,31,jm JAM,Brentford,16
f1979,Yeremi Pino,MF,22,es ESP,Villarreal,20
f1980,Niccolò Pisilli,MF,20,it ITA,Roma,19
f1981,Semuel Pizzignacco,GK,23,it ITA,Monza,5
f1982,Alassane Pléa,"MF,FW",31,fr FRA,Gladbach,19
f1983,Tommaso Pobega,MF,25,it ITA,Bologna,11
f1984,Daniel Podence,"MF,FW",29,pt POR,Wolves,2
f1985,Joel Pohjanpalo,FW,30,fi FIN,Venezia,20
f1986,Matteo Politano,"FW,MF",31,it ITA,Napoli,23
f1987,Alfie Pond,DF,20,eng ENG,Wolves,1
f1988,Marin Pongračić,DF,27,hr CRO,Fiorentina,7
f1989,Nick Pope,GK,32,eng ENG,Newcastle Utd,15
f1990,Finn Porath,"DF,MF",27,de GER,Holstein Kiel,21
f1991,Pedro Porro,DF,25,es ESP,Tottenham,24
f1992,Portu,"FW,MF",32,es ESP,Girona,14
f1993,Stefan Posch,DF,27,at AUT,Bologna,14
f1994,Stefan Posch,DF,27,at AUT,Atalanta,1
f1995,Tom Pouilly,DF,21,fr FRA,Lens,2
f1996,Yussuf Poulsen,"FW,MF",30,dk DEN,RB Leipzig,13
f1997,Beñat Prados,MF,24,es ESP,Athletic Club,18
f1998,Alexander Prass,DF,23,at AUT,Hoffenheim,19
f1999,Matteo Prati,MF,21,it ITA,Cagliari,6
f2000,Abdón Prats,"FW,MF",32,es ESP,Mallorca,16
f2001,Grischa Prömel,MF,30,de GER,Hoffenheim,2
f2002,Ivan Provedel,GK,30,it ITA,Lazio,24
f2003,Ivan Prtajin,FW,28,hr CRO,Union Berlin,4
f2004,Javi Puado,"FW,MF",26,es ESP,Espanyol,21
f2005,Tymoteusz Puchacz,DF,26,pl POL,Holstein Kiel,10
f2006,Diego Pugno,FW,18,it ITA,Juventus,1
f2007,Christian Pulisic,"FW,MF",26,us USA,Milan,19
f2008,Jarell Quansah,DF,22,eng ENG,Liverpool,5
f2009,Leopold Querfeld,DF,21,at AUT,Union Berlin,14
f2010,Dani Raba,"MF,FW",29,es ESP,Leganés,15
f2011,Adrien Rabiot,MF,29,fr FRA,Marseille,16
f2012,Ionuț Radu,GK,27,ro ROU,Venezia,1
f2013,Hamza Rafia,MF,25,tn TUN,Lecce,17
f2014,Hákon Rafn Valdimarsson,GK,23,is ISL,Brentford,2
f2015,Antonio Raillo,DF,33,es ESP,Mallorca,22
f2016,Antonio Raimondo,"FW,DF",20,it ITA,Venezia,9
f2017,Ylber Ramadani,MF,28,al ALB,Lecce,21
f2018,Benito Ramírez,"DF,FW",29,es ESP,Las Palmas,14
f2019,Sandro Ramírez,"FW,MF",29,es ESP,Las Palmas,19
f2020,Gonçalo Ramos,FW,23,pt POR,Paris S-G,10
f2021,Aaron Ramsdale,GK,26,eng ENG,Southampton,16
f2022,Jacob Ramsey,"FW,MF",23,eng ENG,Aston Villa,16
f2023,Luca Ranieri,DF,25,it ITA,Fiorentina,23
f2024,Grant Ranos,FW,21,am ARM,Gladbach,2
f2025,Lilian Raolisoa,"DF,FW",24,fr FRA,Angers,17
f2026,Raphinha,"FW,MF",28,br BRA,Barcelona,23
f2027,Marcus Rashford,"FW,MF",27,eng ENG,Manchester Utd,15
f2028,Giacomo Raspadori,"FW,MF",24,it ITA,Napoli,13
f2029,Andrei Ratiu,DF,26,ro ROU,Rayo Vallecano,21
f2030,Raúl,"FW,MF",24,es ESP,Osasuna,21
f2031,David Raum,DF,26,de GER,RB Leipzig,14
f2032,Federico Ravaglia,GK,25,it ITA,Bologna,7
f2033,Rayan Raveloson,"MF,DF",28,mg MAD,Auxerre,13
f2034,David Raya,GK,29,es ESP,Arsenal,24
f2035,Abderrahman Rebbach,"FW,MF",26,dz ALG,Alavés,8
f2036,Ante Rebić,"FW,MF",31,hr CRO,Lecce,18
f2037,Harrison Reed,MF,30,eng ENG,Fulham,8
f2038,Remy Rees-Dottin,FW,18,eng ENG,Bournemouth,1
f2039,Sergio Reguilón,DF,28,es ESP,Tottenham,3
f2040,Bobby Reid,"FW,MF",32,jm JAM,Leicester City,16
f2041,Tijjani Reijnders,MF,26,nl NED,Milan,22
f2042,Pepe Reina,GK,42,es ESP,Como,10
f2043,Rocco Reitz,MF,22,de GER,Gladbach,19
f2044,Nicolai Remberg,MF,24,de GER,Holstein Kiel,20
f2045,Álex Remiro,GK,29,es ESP,Real Sociedad,23
f2046,Devyne Rensch,DF,22,nl NED,Roma,3
f2047,Guillaume Restes,GK,19,fr FRA,Toulouse,20
f2048,Mateo Retegui,FW,25,it ITA,Atalanta,22
f2049,Elvis Rexhbeçaj,MF,27,xk KVX,Augsburg,18
f2050,Gio Reyna,MF,22,us USA,Dortmund,11
f2051,Chadi Riad,DF,21,ma MAR,Crystal Palace,1
f2052,Alexsandro Ribeiro,DF,25,br BRA,Lille,18
f2053,Samuele Ricci,MF,23,it ITA,Torino,24
f2054,Declan Rice,MF,26,eng ENG,Arsenal,22
f2055,Chris Richards,DF,24,us USA,Crystal Palace,13
f2056,Amir Richardson,MF,23,ma MAR,Fiorentina,17
f2057,Richarlison,FW,27,br BRA,Tottenham,9
f2058,Diego Rico,DF,31,es ESP,Getafe,22
f2059,Fabian Rieder,"MF,FW",22,ch SUI,Stuttgart,17
f2060,Luis Rioja,FW,31,es ESP,Alavés,1
f2061,Luis Rioja,"MF,FW",31,es ESP,Valencia,22
f2062,Rodrigo Riquelme,"DF,MF",24,es ESP,Atlético Madrid,11
f2063,Alberto Risco,"MF,FW",19,es ESP,Getafe,5
f2064,Mihailo Ristić,"MF,DF",29,rs SRB,Celta Vigo,5
f2065,Lars Ritzka,"DF,FW",26,de GER,St. Pauli,11
f2066,Gorka Rivera Alonso,"DF,MF",20,es ESP,Getafe,1
f2067,Sergi Roberto,MF,33,es ESP,Como,10
f2068,Andrew Robertson,DF,30,sct SCO,Liverpool,23
f2069,Antonee Robinson,DF,27,us USA,Fulham,24
f2070,Marc Roca,MF,28,es ESP,Betis,13
f2071,Rodri,MF,28,es ESP,Manchester City,2
f2072,Rodri,FW,24,es ESP,Betis,3
f2073,Álvaro Rodríguez,FW,20,uy URU,Getafe,14
f2074,Óscar Rodríguez Arnaiz,MF,26,es ESP,Leganés,16
f2075,Damián Rodríguez,MF,21,es ESP,Celta Vigo,12
f2076,Dani Rodríguez,"MF,FW",36,es ESP,Mallorca,23
f2077,Guido Rodríguez,MF,30,ar ARG,West Ham,19
f2078,James Rodríguez,"MF,FW",33,co COL,Rayo Vallecano,6
f2079,Javi Rodríguez,DF,21,es ESP,Celta Vigo,21
f2080,Jesus Rodríguez,FW,19,es ESP,Betis,7
f2081,Kirian Rodríguez,MF,28,es ESP,Las Palmas,21
f2082,Ricardo Rodríguez,DF,32,ch SUI,Betis,9
f2083,Rodrygo,FW,24,br BRA,Real Madrid,20
f2084,Mads Roerslev,DF,25,dk DEN,Brentford,19
f2085,Mads Roerslev,MF,25,dk DEN,Wolfsburg,1
f2086,Morgan Rogers,"MF,FW",22,eng ENG,Aston Villa,23
f2087,Merlin Röhl,"MF,FW",22,de GER,Freiburg,13
f2088,Alessio Romagnoli,DF,30,it ITA,Lazio,20
f2089,Leo Román,GK,24,es ESP,Mallorca,5
f2090,Carlos Romero,"DF,MF",23,es ESP,Espanyol,19
f2091,Cristian Romero,DF,26,ar ARG,Tottenham,12
f2092,Isaac Romero,FW,24,es ESP,Sevilla,19
f2093,Luka Romero,"FW,MF",20,ar ARG,Alavés,6
f2094,Oriol Romeu,MF,33,es ESP,Girona,15
f2095,Valentin Rongier,"MF,DF",30,fr FRA,Marseille,14
f2096,Marten de Roon,"MF,DF",33,nl NED,Atalanta,23
f2097,Vitor Roque,FW,19,br BRA,Betis,20
f2098,Pablo Rosario,"MF,DF",28,nl NED,Nice,17
f2099,Lasse Rosenboom,DF,23,de GER,Holstein Kiel,14
f2100,Max Rosenfelder,DF,22,de GER,Freiburg,17
f2101,Valentin Rosier,DF,28,fr FRA,Leganés,20
f2102,Tom Rothe,"DF,MF",20,de GER,Union Berlin,15
f2103,Anthony Rouault,DF,23,fr FRA,Stuttgart,18
f2104,Jonas Rouhi,DF,21,se SWE,Juventus,4
f2105,Jérôme Roussillon,DF,32,fr FRA,Union Berlin,4
f2106,Nicolò Rovella,MF,23,it ITA,Lazio,21
f2107,Jon Rowe,"FW,MF",21,eng ENG,Marseille,17
f2108,Amir Rrahmani,DF,30,xk KVX,Napoli,24
f2109,Tommaso Rubino,MF,18,it ITA,Fiorentina,1
f2110,Antonio Rüdiger,DF,31,de GER,Real Madrid,22
f2111,Matteo Ruggeri,DF,22,it ITA,Atalanta,19
f2112,Aitor Ruibal,"FW,DF",28,es ESP,Betis,16
f2113,Abel Ruiz,FW,25,es ESP,Girona,17
f2114,Ferrán Ruiz,MF,21,es ESP,Girona,1
f2115,Fabián Ruiz Peña,MF,28,es ESP,Paris S-G,20
f2116,Gerónimo Rulli,GK,32,ar ARG,Marseille,21
f2117,Georginio Rutter,"FW,MF",22,fr FRA,Brighton,24
f2118,Mathew Ryan,GK,32,au AUS,Lens,2
f2119,Julian Ryerson,DF,27,no NOR,Dortmund,18
f2120,Frederik Rønnow,GK,32,dk DEN,Union Berlin,16
f2121,José Sá,GK,32,pt POR,Wolves,17
f2122,Elias Saad,"FW,MF",25,tn TUN,St. Pauli,8
f2123,Youssouf Sabaly,DF,31,sn SEN,Betis,14
f2124,Emmanuel Sabbi,"FW,MF",27,us USA,Le Havre,15
f2125,Stefano Sabelli,DF,32,it ITA,Genoa,22
f2126,Marcel Sabitzer,"MF,FW",30,at AUT,Dortmund,18
f2127,Falaye Sacko,DF,29,ml MLI,Montpellier,10
f2128,Umar Sadiq,FW,28,ng NGA,Valencia,3
f2129,Umar Sadiq,FW,28,ng NGA,Real Sociedad,7
f2130,Alexis Saelemaekers,"DF,FW",25,be BEL,Roma,12
f2131,Alexis Saelemaekers,"DF,FW",25,be BEL,Milan,1
f2132,Jorge Sáenz,DF,28,es ESP,Leganés,13
f2133,Matvei Safonov,GK,25,ru RUS,Paris S-G,5
f2134,Modibo Sagnan,DF,25,ml MLI,Montpellier,20
f2135,Richie Sagrado,DF,21,be BEL,Venezia,3
f2136,Osame Sahraoui,"FW,MF",23,ma MAR,Lille,20
f2137,Wesley Saïd,"FW,MF",29,fr FRA,Lens,12
f2138,Théo Sainte-Luce,DF,26,fr FRA,Montpellier,7
f2139,Bukayo Saka,"FW,MF",23,eng ENG,Arsenal,16
f2140,Faik Sakar,MF,17,de GER,RB Leipzig,1
f2141,Marco Sala,DF,25,it ITA,Como,8
f2142,Ibrahim Salah,FW,23,ma MAR,Brest,12
f2143,Mohamed Salah,FW,32,eg EGY,Liverpool,24
f2144,Amine Salama,FW,24,fr FRA,Reims,17
f2145,Jan Salas,MF,19,es ESP,Mallorca,2
f2146,Kike Salas,DF,22,es ESP,Sevilla,17
f2147,Manolis Saliakas,"MF,DF",28,gr GRE,St. Pauli,19
f2148,William Saliba,DF,23,fr FRA,Arsenal,22
f2149,Mohammed Salisu,DF,25,gh GHA,Monaco,13
f2150,Roland Sallai,"FW,MF",27,hu HUN,Freiburg,2
f2151,Yoann Salmier,DF,32,gf GUF,Le Havre,13
f2152,Lazar Samardzic,"MF,FW",22,rs SRB,Atalanta,22
f2153,Diadie Samassékou,MF,29,ml MLI,Hoffenheim,7
f2154,Mama Samba Baldé,FW,29,gw GNB,Lyon,2
f2155,Mama Samba Baldé,FW,29,gw GNB,Brest,19
f2156,Brice Samba,GK,30,fr FRA,Rennes,5
f2157,Brice Samba,GK,30,fr FRA,Lens,15
f2158,Albert Sambi Lokonga,MF,25,be BEL,Sevilla,15
f2159,Junior Sambia,"DF,FW",28,fr FRA,Empoli,7
f2160,Chuky san jose,"MF,FW",20,es ESP,Valladolid,7
f2161,Antonio Sanabria,FW,28,py PAR,Torino,19
f2162,Oihan Sancet,MF,24,es ESP,Athletic Club,19
f2163,Alexis Sánchez,FW,36,cl CHI,Udinese,6
f2164,Antonio Sánchez,"MF,DF",28,es ESP,Mallorca,19
